timestamp,balance
2023-02-28,8023.677484951913
2023-03-10,8067.755251049922
2023-03-20,8034.594669243079
2023-03-30,9044.82299603989
2023-04-09,6023.7936608015625
2023-04-19,4901.224880069746
2023-04-29,4954.575608854175
2023-05-09,1958.9897991549983
2023-05-19,99.82028173996957
2023-05-29,33.55029150084181
2023-06-08,46.040723960744344
2023-06-18,1107.2869199993797
2023-06-28,28.441487693764884
2023-07-08,1040.0161255959913
2023-07-18,1032.728403212015
2023-07-28,37.3544012255976
2023-08-07,-20.85928147862353
2023-08-17,1033.23900770904
2023-08-27,77.66745239190766
2023-09-06,1106.2290603074389
2023-09-16,21.99059933629337
2023-09-26,1047.1733867437122
2023-10-06,910.6700781790761
2023-10-16,910.6700781790761
2023-10-26,910.6700781790761
2023-11-05,910.6700781790761
2023-11-15,910.6700781790761
2023-11-25,910.6700781790761
2023-12-05,910.6700781790761
2023-12-15,910.6700781790761
2023-12-25,910.6700781790761
2023-02-28,6013.331280324973
2023-03-10,6046.848380626923
2023-03-20,1128.6180711102215
2023-03-30,30.112231654647303
2023-04-09,-1.3032201156247538
2023-04-19,866.184200978535
2023-04-29,898.9014841415761
2023-05-09,898.9014841415761
2023-05-19,898.9014841415761
2023-05-29,898.9014841415761
2023-06-08,898.9014841415761
2023-06-18,898.9014841415761
2023-06-28,898.9014841415761
2023-07-08,898.9014841415761
2023-07-18,898.9014841415761
2023-07-28,898.9014841415761
2023-08-07,898.9014841415761
2023-08-17,898.9014841415761
2023-08-27,898.9014841415761
2023-09-06,898.9014841415761
2023-09-16,898.9014841415761
2023-09-26,898.9014841415761
2023-10-06,898.9014841415761
2023-10-16,898.9014841415761
2023-10-26,898.9014841415761
2023-11-05,898.9014841415761
2023-11-15,898.9014841415761
2023-11-25,898.9014841415761
2023-12-05,898.9014841415761
2023-12-15,898.9014841415761
2023-12-25,898.9014841415761
2023-02-28,10003.457144694548
2023-03-10,6971.240896369192
2023-03-20,5992.79719033266
2023-03-30,5996.160937797785
2023-04-09,1982.8687927246451
2023-04-19,715.1732326974816
2023-04-29,1798.1737705772825
2023-05-09,791.0666433408014
2023-05-19,1118.7339979524486
2023-05-29,1995.313835457067
2023-06-08,2067.2110879054408
2023-06-18,1164.6580143280776
2023-06-28,1204.202350982525
2023-07-08,130.30144629716438
2023-07-18,179.44114443148646
2023-07-28,1130.2597253038502
2023-08-07,977.8786700523658
2023-08-17,977.8786700523658
2023-08-27,977.8786700523658
2023-09-06,977.8786700523658
2023-09-16,977.8786700523658
2023-09-26,977.8786700523658
2023-10-06,977.8786700523658
2023-10-16,977.8786700523658
2023-10-26,977.8786700523658
2023-11-05,977.8786700523658
2023-11-15,977.8786700523658
2023-11-25,977.8786700523658
2023-12-05,977.8786700523658
2023-12-15,977.8786700523658
2023-12-25,977.8786700523658
2023-02-28,7976.663462505181
2023-03-10,3995.6247061289378
2023-03-20,1100.2358609959874
2023-03-30,989.4067944815394
2023-04-09,989.4067944815394
2023-04-19,989.4067944815394
2023-04-29,989.4067944815394
2023-05-09,989.4067944815394
2023-05-19,989.4067944815394
2023-05-29,989.4067944815394
2023-06-08,989.4067944815394
2023-06-18,989.4067944815394
2023-06-28,989.4067944815394
2023-07-08,989.4067944815394
2023-07-18,989.4067944815394
2023-07-28,989.4067944815394
2023-08-07,989.4067944815394
2023-08-17,989.4067944815394
2023-08-27,989.4067944815394
2023-09-06,989.4067944815394
2023-09-16,989.4067944815394
2023-09-26,989.4067944815394
2023-10-06,989.4067944815394
2023-10-16,989.4067944815394
2023-10-26,989.4067944815394
2023-11-05,989.4067944815394
2023-11-15,989.4067944815394
2023-11-25,989.4067944815394
2023-12-05,989.4067944815394
2023-12-15,989.4067944815394
2023-12-25,989.4067944815394
2023-02-28,8075.540712466799
2023-03-10,6198.852673140141
2023-03-20,6115.111230932359
2023-03-30,3143.905414100762
2023-04-09,3200.1918765404334
2023-04-19,993.729605750149
2023-04-29,993.3595418989893
2023-05-09,993.3595418989893
